,sequence,verbose,loss,fid
3803,"(4, 4, 4, 3, 2)","0-3, 0-3, 0-3, 0-2, 0-1",0.06250000000029311,0.9330127018919057
4861,"(6, 3, 10, 4, 7)","1-2, 0-2, 2-3, 0-3, 1-3",0.06250000000029261,0.9330127018919052
748,"(6, 10, 2, 6)","1-2, 2-3, 0-1, 1-2",0.06250000000029704,0.9330127018919044
1464,"(2, 4, 2, 6, 4)","0-1, 0-3, 0-1, 1-2, 0-3",0.06250000000047128,0.9330127018919037
6410,"(7, 6, 10, 4, 7)","1-3, 1-2, 2-3, 0-3, 1-3",0.06250000000035033,0.9330127018919019
4642,"(6, 2, 7, 6, 7)","1-2, 0-1, 1-3, 1-2, 1-3",0.06250000000035724,0.9330127018919006
4345,"(4, 10, 2, 10, 3)","0-3, 2-3, 0-1, 2-3, 0-2",0.06250000000031036,0.9330127018918961
3454,"(4, 2, 4, 10, 4)","0-3, 0-1, 0-3, 2-3, 0-3",0.06250000000030505,0.9330127018918952
6435,"(7, 7, 2, 6, 4)","1-3, 1-3, 0-1, 1-2, 0-3",0.06250000000030831,0.9330127018918947
5566,"(6, 10, 6, 3, 6)","1-2, 2-3, 1-2, 0-2, 1-2",0.06250000000033423,0.9330127018918937
6735,"(7, 10, 7, 4, 7)","1-3, 2-3, 1-3, 0-3, 1-3",0.0625000000003196,0.9330127018918933
1175,"(2, 2, 6, 3, 7)","0-1, 0-1, 1-2, 0-2, 1-3",0.06250000000030793,0.9330127018918903
3270,"(3, 10, 6, 2, 3)","0-2, 2-3, 1-2, 0-1, 0-2",0.06250000000030778,0.9330127018918897
5824,"(7, 2, 10, 10, 6)","1-3, 0-1, 2-3, 2-3, 1-2",0.0625000000003324,0.9330127018918893
4252,"(4, 7, 7, 2, 6)","0-3, 1-3, 1-3, 0-1, 1-2",0.06250000000041675,0.9330127018918892
7875,"(10, 10, 7, 4, 3)","2-3, 2-3, 1-3, 0-3, 0-2",0.06250000000030806,0.9330127018918889
6485,"(7, 7, 4, 2, 6)","1-3, 1-3, 0-3, 0-1, 1-2",0.06250000000030932,0.9330127018918879
7473,"(10, 6, 4, 10, 7)","2-3, 1-2, 0-3, 2-3, 1-3",0.06250000000034184,0.9330127018918875
6572,"(7, 7, 10, 4, 6)","1-3, 1-3, 2-3, 0-3, 1-2",0.06250000000031389,0.9330127018918855
6515,"(7, 7, 6, 2, 7)","1-3, 1-3, 1-2, 0-1, 1-3",0.06250000000031311,0.9330127018918855
166,"(2, 4, 2, 3)","0-1, 0-3, 0-1, 0-2",0.06250000000053808,0.9330127018918853
860,"(7, 4, 10, 7)","1-3, 0-3, 2-3, 1-3",0.06250000000031768,0.9330127018918832
736,"(6, 7, 6, 2)","1-2, 1-3, 1-2, 0-1",0.062500000000316,0.9330127018918823
7091,"(10, 3, 6, 4, 2)","2-3, 0-2, 1-2, 0-3, 0-1",0.06250000000035653,0.9330127018918815
3379,"(4, 2, 2, 4, 10)","0-3, 0-1, 0-1, 0-3, 2-3",0.06250000000032682,0.9330127018918806
7834,"(10, 10, 4, 10, 7)","2-3, 2-3, 0-3, 2-3, 1-3",0.06250000000032693,0.9330127018918785
4145,"(4, 7, 2, 7, 10)","0-3, 1-3, 0-1, 1-3, 2-3",0.0625000000003217,0.9330127018918754
1525,"(2, 4, 4, 6, 2)","0-1, 0-3, 0-3, 1-2, 0-1",0.06250000000033219,0.9330127018918748
1390,"(2, 3, 7, 4, 2)","0-1, 0-2, 1-3, 0-3, 0-1",0.06250000000035617,0.9330127018918747
5581,"(6, 10, 6, 10, 2)","1-2, 2-3, 1-2, 2-3, 0-1",0.06250000000032972,0.9330127018918747
3855,"(4, 4, 7, 2, 3)","0-3, 0-3, 1-3, 0-1, 0-2",0.06250000000035284,0.9330127018918714
7881,"(10, 10, 7, 6, 3)","2-3, 2-3, 1-3, 1-2, 0-2",0.0625000000003343,0.9330127018918645
2686,"(3, 4, 6, 3, 10)","0-2, 0-3, 1-2, 0-2, 2-3",0.06250000000033867,0.9330127018918637
5251,"(6, 6, 10, 6, 2)","1-2, 1-2, 2-3, 1-2, 0-1",0.06250000000033114,0.9330127018918623
4339,"(4, 10, 2, 7, 3)","0-3, 2-3, 0-1, 1-3, 0-2",0.06250000000040704,0.9330127018918608
1157,"(2, 2, 4, 6, 3)","0-1, 0-1, 0-3, 1-2, 0-2",0.06250000000033921,0.9330127018918599
6432,"(7, 7, 2, 4, 10)","1-3, 1-3, 0-1, 0-3, 2-3",0.06250000000036572,0.9330127018918586
1550,"(2, 4, 6, 3, 7)","0-1, 0-3, 1-2, 0-2, 1-3",0.0625000000003456,0.9330127018918586
193,"(2, 6, 2, 4)","0-1, 1-2, 0-1, 0-3",0.06250000000033828,0.9330127018918581
3215,"(3, 10, 3, 2, 2)","0-2, 2-3, 0-2, 0-1, 0-1",0.06250000000087524,0.9330127018918573
4869,"(6, 3, 10, 7, 2)","1-2, 0-2, 2-3, 1-3, 0-1",0.06250000000040998,0.9330127018918557
4472,"(4, 10, 7, 10, 4)","0-3, 2-3, 1-3, 2-3, 0-3",0.06250000000143269,0.9330127018918544
7112,"(10, 3, 6, 10, 6)","2-3, 0-2, 1-2, 2-3, 1-2",0.06250000000036546,0.9330127018918537
6446,"(7, 7, 2, 10, 7)","1-3, 1-3, 0-1, 2-3, 1-3",0.06250000000034579,0.9330127018918523
4154,"(4, 7, 3, 2, 4)","0-3, 1-3, 0-2, 0-1, 0-3",0.06250000000035409,0.933012701891851
7555,"(10, 6, 10, 10, 4)","2-3, 1-2, 2-3, 2-3, 0-3",0.06250000000034911,0.9330127018918496
6214,"(7, 4, 10, 6, 2)","1-3, 0-3, 2-3, 1-2, 0-1",0.06250000000035691,0.9330127018918475
5785,"(7, 2, 7, 10, 2)","1-3, 0-1, 1-3, 2-3, 0-1",0.06250000000055582,0.9330127018918475
5504,"(6, 10, 3, 6, 3)","1-2, 2-3, 0-2, 1-2, 0-2",0.0625000000003514,0.9330127018918462
1858,"(2, 7, 3, 2, 6)","0-1, 1-3, 0-2, 0-1, 1-2",0.06250000000070895,0.9330127018918458
6308,"(7, 6, 4, 2, 7)","1-3, 1-2, 0-3, 0-1, 1-3",0.06250000000036407,0.9330127018918439
2860,"(3, 6, 4, 10, 4)","0-2, 1-2, 0-3, 2-3, 0-3",0.0625000000003563,0.9330127018918439
4302,"(4, 7, 10, 7, 2)","0-3, 1-3, 2-3, 1-3, 0-1",0.06250000000035519,0.9330127018918416
7456,"(10, 6, 4, 4, 10)","2-3, 1-2, 0-3, 0-3, 2-3",0.06250000000046893,0.933012701891841
7600,"(10, 7, 3, 3, 4)","2-3, 1-3, 0-2, 0-2, 0-3",0.06250000000039777,0.9330127018918402
457,"(4, 2, 4, 10)","0-3, 0-1, 0-3, 2-3",0.06250000000040658,0.9330127018918399
7861,"(10, 10, 6, 10, 4)","2-3, 2-3, 1-2, 2-3, 0-3",0.06250000000036328,0.9330127018918395
2756,"(3, 4, 10, 4, 2)","0-2, 0-3, 2-3, 0-3, 0-1",0.0625000000003981,0.9330127018918384
1331,"(2, 3, 4, 4, 7)","0-1, 0-2, 0-3, 0-3, 1-3",0.06250000000036274,0.9330127018918383
1280,"(2, 3, 2, 7, 7)","0-1, 0-2, 0-1, 1-3, 1-3",0.06250000000037541,0.9330127018918376
1542,"(2, 4, 6, 2, 4)","0-1, 0-3, 1-2, 0-1, 0-3",0.06250000000036358,0.9330127018918356
1838,"(2, 7, 2, 4, 6)","0-1, 1-3, 0-1, 0-3, 1-2",0.06250000000066708,0.933012701891835
3388,"(4, 2, 2, 7, 10)","0-3, 0-1, 0-1, 1-3, 2-3",0.06250000000036672,0.9330127018918335
7147,"(10, 3, 7, 10, 4)","2-3, 0-2, 1-3, 2-3, 0-3",0.0625000000004058,0.9330127018918327
704,"(6, 6, 3, 10)","1-2, 1-2, 0-2, 2-3",0.06250000000045315,0.9330127018918319
5293,"(6, 7, 2, 10, 6)","1-2, 1-3, 0-1, 2-3, 1-2",0.06250000000036646,0.9330127018918319
4453,"(4, 10, 7, 4, 3)","0-3, 2-3, 1-3, 0-3, 0-2",0.06250000000054344,0.933012701891829
5509,"(6, 10, 3, 7, 2)","1-2, 2-3, 0-2, 1-3, 0-1",0.06250000000037843,0.933012701891829
3697,"(4, 3, 7, 4, 4)","0-3, 0-2, 1-3, 0-3, 0-3",0.06250000000036711,0.9330127018918273
7517,"(10, 6, 7, 4, 6)","2-3, 1-2, 1-3, 0-3, 1-2",0.0625000000003715,0.9330127018918273
6769,"(7, 10, 10, 7, 4)","1-3, 2-3, 2-3, 1-3, 0-3",0.06250000000037176,0.9330127018918267
5472,"(6, 10, 2, 6, 10)","1-2, 2-3, 0-1, 1-2, 2-3",0.06250000000037932,0.9330127018918262
7361,"(10, 4, 10, 7, 6)","2-3, 0-3, 2-3, 1-3, 1-2",0.0625000000003739,0.9330127018918257
7301,"(10, 4, 6, 10, 6)","2-3, 0-3, 1-2, 2-3, 1-2",0.06250000000052103,0.9330127018918244
5793,"(7, 2, 10, 2, 4)","1-3, 0-1, 2-3, 0-1, 0-3",0.06250000000038196,0.9330127018918217
6503,"(7, 7, 4, 7, 6)","1-3, 1-3, 0-3, 1-3, 1-2",0.06250000000038006,0.9330127018918212
7174,"(10, 3, 10, 7, 10)","2-3, 0-2, 2-3, 1-3, 2-3",0.06250000000039274,0.9330127018918205
6356,"(7, 6, 6, 4, 7)","1-3, 1-2, 1-2, 0-3, 1-3",0.0625000000004101,0.9330127018918201
5231,"(6, 6, 7, 10, 3)","1-2, 1-2, 1-3, 2-3, 0-2",0.06250000000037319,0.9330127018918193
2242,"(3, 2, 2, 4, 6)","0-2, 0-1, 0-1, 0-3, 1-2",0.06250000000038293,0.9330127018918171
5527,"(6, 10, 4, 3, 2)","1-2, 2-3, 0-3, 0-2, 0-1",0.06250000000040443,0.9330127018918162
3771,"(4, 4, 2, 10, 7)","0-3, 0-3, 0-1, 2-3, 1-3",0.06250000000038665,0.9330127018918158
2466,"(3, 3, 3, 10, 6)","0-2, 0-2, 0-2, 2-3, 1-2",0.06250000000039899,0.9330127018918137
1483,"(2, 4, 3, 3, 2)","0-1, 0-3, 0-2, 0-2, 0-1",0.06250000000038622,0.9330127018918126
3687,"(4, 3, 7, 2, 7)","0-3, 0-2, 1-3, 0-1, 1-3",0.06250000000049423,0.9330127018918125
4510,"(6, 2, 2, 4, 3)","1-2, 0-1, 0-1, 0-3, 0-2",0.06250000000038133,0.9330127018918093
5144,"(6, 6, 3, 7, 10)","1-2, 1-2, 0-2, 1-3, 2-3",0.0625000000005127,0.9330127018918092
907,"(7, 7, 10, 4)","1-3, 1-3, 2-3, 0-3",0.0625000000003863,0.9330127018918083
4623,"(6, 2, 7, 2, 6)","1-2, 0-1, 1-3, 0-1, 1-2",0.06250000000042008,0.9330127018918078
7077,"(10, 3, 4, 10, 6)","2-3, 0-2, 0-3, 2-3, 1-2",0.06250000000042391,0.9330127018918072
4657,"(6, 2, 10, 2, 3)","1-2, 0-1, 2-3, 0-1, 0-2",0.06250000000038984,0.9330127018918069
6740,"(7, 10, 7, 7, 2)","1-3, 2-3, 1-3, 1-3, 0-1",0.06250000000039217,0.9330127018918069
3553,"(4, 2, 10, 10, 4)","0-3, 0-1, 2-3, 2-3, 0-3",0.06250000000046806,0.9330127018918064
7511,"(10, 6, 7, 3, 6)","2-3, 1-2, 1-3, 0-2, 1-2",0.06250000000039896,0.9330127018918063
4190,"(4, 7, 4, 2, 10)","0-3, 1-3, 0-3, 0-1, 2-3",0.06250000000040103,0.9330127018918062
1496,"(2, 4, 3, 6, 3)","0-1, 0-3, 0-2, 1-2, 0-2",0.06250000000041649,0.9330127018918033
1514,"(2, 4, 4, 2, 6)","0-1, 0-3, 0-3, 0-1, 1-2",0.06250000000081546,0.9330127018918015
2823,"(3, 6, 3, 10, 3)","0-2, 1-2, 0-2, 2-3, 0-2",0.06250000000046807,0.9330127018918002
6708,"(7, 10, 6, 4, 7)","1-3, 2-3, 1-2, 0-3, 1-3",0.06250000000043553,0.9330127018918002
1903,"(2, 7, 4, 6, 2)","0-1, 1-3, 0-3, 1-2, 0-1",0.06250000000039718,0.933012701891799
4540,"(6, 2, 3, 4, 7)","1-2, 0-1, 0-2, 0-3, 1-3",0.06250000000040436,0.9330127018917983
3617,"(4, 3, 3, 10, 2)","0-3, 0-2, 0-2, 2-3, 0-1",0.0625000000004495,0.9330127018917961
7546,"(10, 6, 10, 4, 10)","2-3, 1-2, 2-3, 0-3, 2-3",0.06250000000040111,0.9330127018917928
4368,"(4, 10, 3, 7, 2)","0-3, 2-3, 0-2, 1-3, 0-1",0.06250000000055525,0.9330127018917918
1374,"(2, 3, 6, 10, 4)","0-1, 0-2, 1-2, 2-3, 0-3",0.06250000000045638,0.9330127018917903
3791,"(4, 4, 3, 7, 2)","0-3, 0-3, 0-2, 1-3, 0-1",0.06250000000040869,0.9330127018917886
4471,"(4, 10, 7, 10, 3)","0-3, 2-3, 1-3, 2-3, 0-2",0.06250000000050326,0.9330127018917872
1262,"(2, 3, 2, 2, 7)","0-1, 0-2, 0-1, 0-1, 1-3",0.0625000000004308,0.9330127018917858
7303,"(10, 4, 6, 10, 10)","2-3, 0-3, 1-2, 2-3, 2-3",0.06250000000041286,0.9330127018917814
6756,"(7, 10, 10, 3, 7)","1-3, 2-3, 2-3, 0-2, 1-3",0.06250000000042907,0.9330127018917805
4665,"(6, 2, 10, 3, 6)","1-2, 0-1, 2-3, 0-2, 1-2",0.06250000000047141,0.9330127018917742
7508,"(10, 6, 7, 3, 2)","2-3, 1-2, 1-3, 0-2, 0-1",0.06250000000125458,0.9330127018917735
1301,"(2, 3, 3, 6, 7)","0-1, 0-2, 0-2, 1-2, 1-3",0.06250000000042398,0.9330127018917724
7438,"(10, 6, 3, 10, 10)","2-3, 1-2, 0-2, 2-3, 2-3",0.06250000000042112,0.933012701891772
7687,"(10, 7, 6, 7, 4)","2-3, 1-3, 1-2, 1-3, 0-3",0.0625000000005519,0.9330127018917657
7291,"(10, 4, 6, 6, 10)","2-3, 0-3, 1-2, 1-2, 2-3",0.06250000000042845,0.9330127018917649
3644,"(4, 3, 4, 10, 2)","0-3, 0-2, 0-3, 2-3, 0-1",0.06250000000042231,0.9330127018917647
1398,"(2, 3, 7, 6, 4)","0-1, 0-2, 1-3, 1-2, 0-3",0.06250000000046324,0.9330127018917617
4310,"(4, 7, 10, 10, 4)","0-3, 1-3, 2-3, 2-3, 0-3",0.06250000000050411,0.9330127018917599
2594,"(3, 4, 2, 3, 6)","0-2, 0-3, 0-1, 0-2, 1-2",0.0625000000006953,0.9330127018917596
6330,"(7, 6, 4, 7, 4)","1-3, 1-2, 0-3, 1-3, 0-3",0.06250000000053343,0.9330127018917586
1510,"(2, 4, 3, 10, 6)","0-1, 0-3, 0-2, 2-3, 1-2",0.06250000000064025,0.9330127018917576
4798,"(6, 3, 6, 7, 3)","1-2, 0-2, 1-2, 1-3, 0-2",0.06250000000045058,0.9330127018917573
3497,"(4, 2, 7, 3, 2)","0-3, 0-1, 1-3, 0-2, 0-1",0.06250000000045262,0.9330127018917569
1934,"(2, 7, 6, 4, 7)","0-1, 1-3, 1-2, 0-3, 1-3",0.06250000000050401,0.9330127018917566
5319,"(6, 7, 3, 6, 10)","1-2, 1-3, 0-2, 1-2, 2-3",0.06250000000062396,0.9330127018917539
6066,"(7, 4, 2, 10, 4)","1-3, 0-3, 0-1, 2-3, 0-3",0.06250000000046878,0.9330127018917538
6700,"(7, 10, 6, 3, 4)","1-3, 2-3, 1-2, 0-2, 0-3",0.06250000000044427,0.9330127018917518
5325,"(6, 7, 3, 7, 10)","1-2, 1-3, 0-2, 1-3, 2-3",0.06250000000044495,0.9330127018917501
4297,"(4, 7, 10, 6, 3)","0-3, 1-3, 2-3, 1-2, 0-2",0.06250000000046062,0.93301270189175
4800,"(6, 3, 6, 7, 6)","1-2, 0-2, 1-2, 1-3, 1-2",0.06250000000047294,0.9330127018917478
3439,"(4, 2, 4, 3, 10)","0-3, 0-1, 0-3, 0-2, 2-3",0.06250000000046083,0.933012701891746
6350,"(7, 6, 6, 3, 7)","1-3, 1-2, 1-2, 0-2, 1-3",0.06250000000073795,0.9330127018917458
2765,"(3, 4, 10, 7, 2)","0-2, 0-3, 2-3, 1-3, 0-1",0.0625000000004901,0.9330127018917457
6611,"(7, 10, 2, 7, 6)","1-3, 2-3, 0-1, 1-3, 1-2",0.06250000000059211,0.933012701891744
2680,"(3, 4, 6, 2, 10)","0-2, 0-3, 1-2, 0-1, 2-3",0.06250000000048365,0.9330127018917406
7851,"(10, 10, 6, 4, 7)","2-3, 2-3, 1-2, 0-3, 1-3",0.0625000000004495,0.9330127018917402
2682,"(3, 4, 6, 3, 3)","0-2, 0-3, 1-2, 0-2, 0-2",0.06250000000045298,0.93301270189174
1368,"(2, 3, 6, 7, 4)","0-1, 0-2, 1-2, 1-3, 0-3",0.06250000000046779,0.9330127018917362
2866,"(3, 6, 6, 2, 10)","0-2, 1-2, 1-2, 0-1, 2-3",0.06250000000054515,0.933012701891736
7266,"(10, 4, 4, 10, 6)","2-3, 0-3, 0-3, 2-3, 1-2",0.06250000000047427,0.9330127018917319
7310,"(10, 4, 7, 3, 2)","2-3, 0-3, 1-3, 0-2, 0-1",0.06250000000046488,0.9330127018917238
2596,"(3, 4, 2, 3, 10)","0-2, 0-3, 0-1, 0-2, 2-3",0.0625000000004686,0.9330127018917229
1556,"(2, 4, 6, 4, 7)","0-1, 0-3, 1-2, 0-3, 1-3",0.06250000000047344,0.9330127018917227
6682,"(7, 10, 4, 7, 4)","1-3, 2-3, 0-3, 1-3, 0-3",0.06250000000053343,0.933012701891721
5299,"(6, 7, 3, 2, 6)","1-2, 1-3, 0-2, 0-1, 1-2",0.06250000000055311,0.9330127018917193
1874,"(2, 7, 3, 6, 3)","0-1, 1-3, 0-2, 1-2, 0-2",0.06250000000048014,0.9330127018917165
1829,"(2, 7, 2, 2, 6)","0-1, 1-3, 0-1, 0-1, 1-2",0.06250000000049208,0.9330127018917151
2573,"(3, 3, 10, 6, 6)","0-2, 0-2, 2-3, 1-2, 1-2",0.0625000000005327,0.933012701891714
1559,"(2, 4, 6, 6, 3)","0-1, 0-3, 1-2, 1-2, 0-2",0.06250000000051706,0.933012701891714
5745,"(7, 2, 6, 4, 10)","1-3, 0-1, 1-2, 0-3, 2-3",0.06250000000054184,0.9330127018917118
220,"(2, 7, 2, 3)","0-1, 1-3, 0-1, 0-2",0.06250000000055134,0.9330127018917109
3229,"(3, 10, 3, 6, 4)","0-2, 2-3, 0-2, 1-2, 0-3",0.06250000000060373,0.9330127018917102
5302,"(6, 7, 3, 3, 2)","1-2, 1-3, 0-2, 0-2, 0-1",0.0625000000004974,0.9330127018917066
5431,"(6, 7, 10, 3, 6)","1-2, 1-3, 2-3, 0-2, 1-2",0.06250000000050052,0.9330127018917064
1975,"(2, 7, 7, 10, 2)","0-1, 1-3, 1-3, 2-3, 0-1",0.06250000000049062,0.9330127018917052
6156,"(7, 4, 6, 6, 10)","1-3, 0-3, 1-2, 1-2, 2-3",0.06250000000057274,0.9330127018917038
2326,"(3, 2, 6, 3, 4)","0-2, 0-1, 1-2, 0-2, 0-3",0.06250000000051782,0.9330127018917026
1543,"(2, 4, 6, 2, 6)","0-1, 0-3, 1-2, 0-1, 1-2",0.0625000000004858,0.9330127018917023
1147,"(2, 2, 4, 3, 2)","0-1, 0-1, 0-3, 0-2, 0-1",0.06250000000050346,0.9330127018917019
1316,"(2, 3, 4, 2, 3)","0-1, 0-2, 0-3, 0-1, 0-2",0.0625000000004993,0.9330127018916979
3210,"(3, 10, 2, 10, 3)","0-2, 2-3, 0-1, 2-3, 0-2",0.06250000000064507,0.9330127018916974
6364,"(7, 6, 6, 10, 2)","1-3, 1-2, 1-2, 2-3, 0-1",0.0625000000005279,0.9330127018916949
633,"(6, 2, 10, 6)","1-2, 0-1, 2-3, 1-2",0.0625000000005019,0.9330127018916942
1460,"(2, 4, 2, 4, 6)","0-1, 0-3, 0-1, 0-3, 1-2",0.06250000000066792,0.9330127018916904
3707,"(4, 3, 7, 7, 2)","0-3, 0-2, 1-3, 1-3, 0-1",0.06250000000051154,0.9330127018916903
7564,"(10, 7, 2, 3, 4)","2-3, 1-3, 0-1, 0-2, 0-3",0.0625000000005049,0.9330127018916895
1702,"(2, 6, 4, 3, 6)","0-1, 1-2, 0-3, 0-2, 1-2",0.06250000000050977,0.9330127018916891
737,"(6, 7, 6, 3)","1-2, 1-3, 1-2, 0-2",0.0625000000005843,0.933012701891688
1936,"(2, 7, 6, 6, 2)","0-1, 1-3, 1-2, 1-2, 0-1",0.06250000000050879,0.9330127018916878
6444,"(7, 7, 2, 10, 4)","1-3, 1-3, 0-1, 2-3, 0-3",0.06250000000078558,0.933012701891687
4721,"(6, 3, 3, 2, 10)","1-2, 0-2, 0-2, 0-1, 2-3",0.06250000000057797,0.9330127018916867
2306,"(3, 2, 4, 6, 3)","0-2, 0-1, 0-3, 1-2, 0-2",0.06250000000056767,0.9330127018916858
2397,"(3, 2, 10, 3, 10)","0-2, 0-1, 2-3, 0-2, 2-3",0.0625000000005185,0.9330127018916852
3453,"(4, 2, 4, 10, 3)","0-3, 0-1, 0-3, 2-3, 0-2",0.06250000000053693,0.9330127018916847
6162,"(7, 4, 6, 7, 10)","1-3, 0-3, 1-2, 1-3, 2-3",0.06250000000156895,0.9330127018916845
6212,"(7, 4, 10, 4, 7)","1-3, 0-3, 2-3, 0-3, 1-3",0.06250000000049276,0.9330127018916841
3778,"(4, 4, 3, 2, 10)","0-3, 0-3, 0-2, 0-1, 2-3",0.06250000000050994,0.9330127018916836
3573,"(4, 3, 2, 4, 7)","0-3, 0-2, 0-1, 0-3, 1-3",0.06250000000054658,0.9330127018916811
6516,"(7, 7, 6, 2, 10)","1-3, 1-3, 1-2, 0-1, 2-3",0.06250000000050596,0.9330127018916807
6683,"(7, 10, 4, 7, 6)","1-3, 2-3, 0-3, 1-3, 1-2",0.06250000000051323,0.9330127018916773
7321,"(10, 4, 7, 4, 10)","2-3, 0-3, 1-3, 0-3, 2-3",0.06250000000054827,0.9330127018916752
1773,"(2, 6, 7, 4, 10)","0-1, 1-2, 1-3, 0-3, 2-3",0.06250000000052516,0.9330127018916722
1696,"(2, 6, 4, 2, 6)","0-1, 1-2, 0-3, 0-1, 1-2",0.06250000000057139,0.9330127018916703
7168,"(10, 3, 10, 6, 10)","2-3, 0-2, 2-3, 1-2, 2-3",0.06250000000051366,0.9330127018916676
3625,"(4, 3, 4, 2, 10)","0-3, 0-2, 0-3, 0-1, 2-3",0.06250000000052922,0.9330127018916671
2622,"(3, 4, 3, 2, 3)","0-2, 0-3, 0-2, 0-1, 0-2",0.06250000000110424,0.9330127018916647
7848,"(10, 10, 6, 4, 3)","2-3, 2-3, 1-2, 0-3, 0-2",0.06250000000054931,0.9330127018916619
7539,"(10, 6, 10, 3, 7)","2-3, 1-2, 2-3, 0-2, 1-3",0.06250000000053825,0.9330127018916604
4864,"(6, 3, 10, 6, 3)","1-2, 0-2, 2-3, 1-2, 0-2",0.06250000000077671,0.9330127018916585
4717,"(6, 3, 2, 10, 7)","1-2, 0-2, 0-1, 2-3, 1-3",0.06250000000054458,0.9330127018916556
1875,"(2, 7, 3, 6, 4)","0-1, 1-3, 0-2, 1-2, 0-3",0.06250000000056141,0.9330127018916552
2319,"(3, 2, 4, 10, 4)","0-2, 0-1, 0-3, 2-3, 0-3",0.06250000000062965,0.9330127018916535
1151,"(2, 2, 4, 3, 7)","0-1, 0-1, 0-3, 0-2, 1-3",0.0625000000005396,0.9330127018916528
3721,"(4, 3, 10, 2, 4)","0-3, 0-2, 2-3, 0-1, 0-3",0.06250000000057879,0.9330127018916524
5762,"(7, 2, 6, 10, 7)","1-3, 0-1, 1-2, 2-3, 1-3",0.06250000000140499,0.9330127018916524
1549,"(2, 4, 6, 3, 6)","0-1, 0-3, 1-2, 0-2, 1-2",0.06250000000062855,0.9330127018916522
1918,"(2, 7, 6, 2, 2)","0-1, 1-3, 1-2, 0-1, 0-1",0.06250000000053584,0.9330127018916508
7305,"(10, 4, 7, 2, 3)","2-3, 0-3, 1-3, 0-1, 0-2",0.06250000000054358,0.9330127018916491
7083,"(10, 3, 6, 2, 7)","2-3, 0-2, 1-2, 0-1, 1-3",0.06250000000054269,0.933012701891649
4807,"(6, 3, 6, 10, 7)","1-2, 0-2, 1-2, 2-3, 1-3",0.06250000000056767,0.9330127018916482
2951,"(3, 6, 10, 7, 2)","0-2, 1-2, 2-3, 1-3, 0-1",0.06250000000118969,0.933012701891647
564,"(4, 7, 4, 3)","0-3, 1-3, 0-3, 0-2",0.06250000000054792,0.9330127018916458
7419,"(10, 6, 3, 4, 7)","2-3, 1-2, 0-2, 0-3, 1-3",0.06250000000055354,0.9330127018916454
4714,"(6, 3, 2, 10, 3)","1-2, 0-2, 0-1, 2-3, 0-2",0.06250000000056544,0.9330127018916421
6075,"(7, 4, 3, 2, 10)","1-3, 0-3, 0-2, 0-1, 2-3",0.06250000000057292,0.9330127018916407
4512,"(6, 2, 2, 4, 6)","1-2, 0-1, 0-1, 0-3, 1-2",0.06250000000067836,0.9330127018916379
4703,"(6, 3, 2, 4, 10)","1-2, 0-2, 0-1, 0-3, 2-3",0.06250000000056873,0.9330127018916378
6229,"(7, 4, 10, 10, 6)","1-3, 0-3, 2-3, 2-3, 1-2",0.06250000000079255,0.9330127018916347
5111,"(6, 6, 2, 6, 10)","1-2, 1-2, 0-1, 1-2, 2-3",0.06250000000056317,0.9330127018916339
5579,"(6, 10, 6, 7, 3)","1-2, 2-3, 1-2, 1-3, 0-2",0.06250000000056058,0.9330127018916337
1506,"(2, 4, 3, 7, 10)","0-1, 0-3, 0-2, 1-3, 2-3",0.06250000000097365,0.9330127018916332
6200,"(7, 4, 10, 2, 7)","1-3, 0-3, 2-3, 0-1, 1-3",0.06250000000058474,0.9330127018916309
5419,"(6, 7, 7, 10, 2)","1-2, 1-3, 1-3, 2-3, 0-1",0.06250000000100106,0.9330127018916297
1382,"(2, 3, 7, 2, 7)","0-1, 0-2, 1-3, 0-1, 1-3",0.06250000000117271,0.933012701891629
5806,"(7, 2, 10, 4, 6)","1-3, 0-1, 2-3, 0-3, 1-2",0.06250000000061105,0.9330127018916278
2433,"(3, 3, 2, 4, 10)","0-2, 0-2, 0-1, 0-3, 2-3",0.06250000000058337,0.9330127018916268
6511,"(7, 7, 6, 2, 2)","1-3, 1-3, 1-2, 0-1, 0-1",0.06250000000056193,0.9330127018916253
1930,"(2, 7, 6, 4, 2)","0-1, 1-3, 1-2, 0-3, 0-1",0.06250000000061574,0.9330127018916251
1841,"(2, 7, 2, 6, 3)","0-1, 1-3, 0-1, 1-2, 0-2",0.06250000000061742,0.9330127018916241
1338,"(2, 3, 4, 6, 10)","0-1, 0-2, 0-3, 1-2, 2-3",0.0625000000005687,0.933012701891623
5778,"(7, 2, 7, 6, 4)","1-3, 0-1, 1-3, 1-2, 0-3",0.06250000000057097,0.9330127018916219
2318,"(3, 2, 4, 10, 3)","0-2, 0-1, 0-3, 2-3, 0-2",0.06250000000062085,0.9330127018916166
6868,"(10, 2, 4, 6, 10)","2-3, 0-1, 0-3, 1-2, 2-3",0.06250000000063709,0.9330127018916158
4193,"(4, 7, 4, 3, 4)","0-3, 1-3, 0-3, 0-2, 0-3",0.06250000000057421,0.9330127018916119
7234,"(10, 4, 3, 7, 4)","2-3, 0-3, 0-2, 1-3, 0-3",0.06250000000070202,0.9330127018916119
5423,"(6, 7, 10, 2, 3)","1-2, 1-3, 2-3, 0-1, 0-2",0.06250000000060572,0.9330127018916106
